"","GeneID","F_olivaceous_BW_1.quant","F_olivaceous_BW_2.quant","F_olivaceous_BW_3.quant","F_olivaceous_FW_1.quant","F_olivaceous_FW_2.quant","F_olivaceous_FW_3.quant","F_olivaceous_transfer_1.quant","F_olivaceous_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"132141","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i3","TRINITY_DN124124_c3_g2","Transcript_263050","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132142","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i2","TRINITY_DN124124_c3_g2","Transcript_263049","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132143","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i3","TRINITY_DN124124_c3_g1","Transcript_263040","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132144","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i1","TRINITY_DN124124_c3_g1","Transcript_263038","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132145","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i5","TRINITY_DN124124_c3_g1","Transcript_263042","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132146","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i9","TRINITY_DN124124_c3_g1","Transcript_263046","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132147","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i3","TRINITY_DN124124_c3_g2","Transcript_263050","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132148","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i4","TRINITY_DN124124_c3_g1","Transcript_263041","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132149","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i2","TRINITY_DN124124_c3_g1","Transcript_263039","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132150","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i2","TRINITY_DN124124_c3_g1","Transcript_263039","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132151","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i6","TRINITY_DN124124_c3_g2","Transcript_263053","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132152","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i8","TRINITY_DN124124_c3_g1","Transcript_263045","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132153","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i8","TRINITY_DN124124_c3_g1","Transcript_263045","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132154","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i2","TRINITY_DN124124_c3_g2","Transcript_263049","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132155","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i7","TRINITY_DN124124_c3_g1","Transcript_263044","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132156","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i4","TRINITY_DN124124_c3_g2","Transcript_263051","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132157","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i9","TRINITY_DN124124_c3_g1","Transcript_263046","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132158","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i1","TRINITY_DN124124_c3_g2","Transcript_263048","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132159","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i1","TRINITY_DN124124_c3_g2","Transcript_263048","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132160","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i2","TRINITY_DN124124_c3_g1","Transcript_263039","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132161","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i3","TRINITY_DN124124_c3_g1","Transcript_263040","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132162","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i6","TRINITY_DN124124_c3_g1","Transcript_263043","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132163","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i2","TRINITY_DN124124_c3_g1","Transcript_263039","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132164","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i5","TRINITY_DN124124_c3_g2","Transcript_263052","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132165","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i7","TRINITY_DN124124_c3_g1","Transcript_263044","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132166","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i8","TRINITY_DN124124_c3_g1","Transcript_263045","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132167","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i1","TRINITY_DN124124_c3_g1","Transcript_263038","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132168","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i4","TRINITY_DN124124_c3_g2","Transcript_263051","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132169","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i5","TRINITY_DN124124_c3_g2","Transcript_263052","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132170","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i6","TRINITY_DN124124_c3_g1","Transcript_263043","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132171","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i6","TRINITY_DN124124_c3_g1","Transcript_263043","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132172","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i7","TRINITY_DN124124_c3_g1","Transcript_263044","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132173","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i1","TRINITY_DN124124_c3_g1","Transcript_263038","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132174","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i4","TRINITY_DN124124_c3_g2","Transcript_263051","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132175","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i5","TRINITY_DN124124_c3_g1","Transcript_263042","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132176","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i7","TRINITY_DN124124_c3_g1","Transcript_263044","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132177","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i2","TRINITY_DN124124_c3_g2","Transcript_263049","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132178","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i3","TRINITY_DN124124_c3_g1","Transcript_263040","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132179","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i3","TRINITY_DN124124_c3_g1","Transcript_263040","gi|831560493|ref|XP_012731396.1| PREDICTED: la-related protein 1B-like isoform X4 [Fundulus heteroclitus]"
"132180","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i6","TRINITY_DN124124_c3_g1","Transcript_263043","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132181","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i6","TRINITY_DN124124_c3_g2","Transcript_263053","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132182","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i1","TRINITY_DN124124_c3_g2","Transcript_263048","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132183","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i3","TRINITY_DN124124_c3_g2","Transcript_263050","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
"132184","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i5","TRINITY_DN124124_c3_g2","Transcript_263052","gi|831560489|ref|XP_012731395.1| PREDICTED: la-related protein 1B-like isoform X3 [Fundulus heteroclitus]"
"132185","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i7","TRINITY_DN124124_c3_g1","Transcript_263044","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132186","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i9","TRINITY_DN124124_c3_g1","Transcript_263046","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132187","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i4","TRINITY_DN124124_c3_g2","Transcript_263051","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132188","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i8","TRINITY_DN124124_c3_g1","Transcript_263045","gi|831560482|ref|XP_012731393.1| PREDICTED: la-related protein 1B-like isoform X1 [Fundulus heteroclitus]"
"132189","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g1_i1","TRINITY_DN124124_c3_g1","Transcript_263038","gi|831560486|ref|XP_012731394.1| PREDICTED: la-related protein 1B-like isoform X2 [Fundulus heteroclitus]"
"132190","ENSXMAP00000018834","336.694007288665","336.332037393298","411.781389169976","388.061119788489","507.639754864303","361.276819212546","565.138331812483","572.892507696699",434.976995903307,0.441758312701644,0.184367530811756,2.39607435624167,0.0165717281736853,0.12836542940858,434.976995903307,0.652200980054463,0.182756271889951,3.56869273656006,0.000358766880478237,0.00940485100798767,"TRINITY_DN124124_c3_g2_i6","TRINITY_DN124124_c3_g2","Transcript_263053","gi|831576808|ref|XP_012736898.1| PREDICTED: la-related protein 1-like [Fundulus heteroclitus]"
