"","GeneID","F_heteroclitusMDPP_BW_1.quant","F_heteroclitusMDPP_BW_2.quant","F_heteroclitusMDPP_BW_3.quant","F_heteroclitusMDPP_FW_1.quant","F_heteroclitusMDPP_FW_2.quant","F_heteroclitusMDPP_FW_3.quant","F_heteroclitusMDPP_transfer_1.quant","F_heteroclitusMDPP_transfer_2.quant","F_heteroclitusMDPP_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"128568","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]","137.114496940187","107.046473165302","101.094735598186","85.8580826161622","62.4118554760002","93.6026009973821","41.2793399126831","38.6984368963991","52.8996398927595",80.0006290550069,-0.863432128231699,0.339001670451773,-2.54698487792417,0.0108658141670131,0.518549106859889,80.0006290550069,-1.36418977029618,0.336685206555257,-4.05182569277005,5.08195209308597e-05,0.0232182982669216,"TRINITY_DN206159_c2_g1_i3","TRINITY_DN206159_c2_g1","Transcript_507607","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]"
"128569","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]","137.114496940187","107.046473165302","101.094735598186","85.8580826161622","62.4118554760002","93.6026009973821","41.2793399126831","38.6984368963991","52.8996398927595",80.0006290550069,-0.863432128231699,0.339001670451773,-2.54698487792417,0.0108658141670131,0.518549106859889,80.0006290550069,-1.36418977029618,0.336685206555257,-4.05182569277005,5.08195209308597e-05,0.0232182982669216,"TRINITY_DN206159_c2_g1_i5","TRINITY_DN206159_c2_g1","Transcript_507609","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]"
"144234","gi|831578591|ref|XP_012737528.1| PREDICTED: uncharacterized protein LOC105939776 [Fundulus heteroclitus]","0.796390156768257","0.709010861937486","3.4655654115089","4.25254591468178","34.165006775031","0","37.1134138474351","3.11101546824426","430.089574831998",57.0780581408449,3.63463133025701,1.54666679085252,2.3499769644977,0.0187745729298502,0.667648309522719,57.0780581408449,6.62431580635053,1.64972256031937,4.01541202483654,5.93420319466518e-05,0.0260488248860724,"TRINITY_DN202626_c7_g2_i1","TRINITY_DN202626_c7_g2","Transcript_311332","gi|831578591|ref|XP_012737528.1| PREDICTED: uncharacterized protein LOC105939776 [Fundulus heteroclitus]"
"119376","gi|831504566|ref|XP_012711895.1| PREDICTED: coiled-coil domain-containing protein 66, partial [Fundulus heteroclitus]","37.8861983172545","3.6179892147735","20.6713884643097","17.8003197734062","6.58096301092258","8.64166982357844","0","0","0",10.5776142893606,-5.60200798377866,1.63514434854221,-3.42600210725924,0.000612535629967937,0.113186326789754,10.5776142893606,-6.50655543867732,1.62586423644535,-4.00190575130843,6.28343290122406e-05,0.0269747609475625,"TRINITY_DN214884_c1_g1_i3","TRINITY_DN214884_c1_g1","Transcript_336652","gi|831504566|ref|XP_012711895.1| PREDICTED: coiled-coil domain-containing protein 66, partial [Fundulus heteroclitus]"
"90816","ENSXMAP00000015361","0","0","0","17.0602827632364","18.457824112236","0","17.6627744490914","50.9173274990776","16.6042434056524",13.4113835810327,1.27501252836236,1.47488291596039,0.864483895341698,0.387322123490722,0.999998503496747,13.4113835810327,7.48595121998323,1.87239159202799,3.99806923501253,6.38612735168093e-05,0.0269747609475625,"TRINITY_DN209913_c1_g7_i3","TRINITY_DN209913_c1_g7","Transcript_391406","gi|831495538|ref|XP_012708707.1| PREDICTED: lysoplasmalogenase-like protein TMEM86A [Fundulus heteroclitus]"
"40241","ENSXMAP00000001574","3.6896276914411","1.73537340559857","0","7.1402025275439","7.10733597613204","14.81037134434","16.2362078137179","62.1710090637539","20.2003423396659",14.7878300180215,1.75546969766588,0.903277959451448,1.94344352067658,0.051962593218906,0.920071037094964,14.7878300180215,4.09373907483751,1.03607469746569,3.95120070478612,7.77600760122153e-05,0.0316511785760993,"TRINITY_DN192072_c0_g1_i2","TRINITY_DN192072_c0_g1","Transcript_230784","gi|831561241|ref|XP_012731641.1| PREDICTED: poly(U)-specific endoribonuclease-B-like [Fundulus heteroclitus]"
"40242","ENSXMAP00000001574","3.6896276914411","1.73537340559857","0","7.1402025275439","7.10733597613204","14.81037134434","16.2362078137179","62.1710090637539","20.2003423396659",14.7878300180215,1.75546969766588,0.903277959451448,1.94344352067658,0.051962593218906,0.920071037094964,14.7878300180215,4.09373907483751,1.03607469746569,3.95120070478612,7.77600760122153e-05,0.0316511785760993,"TRINITY_DN192072_c0_g1_i1","TRINITY_DN192072_c0_g1","Transcript_230783","gi|831561241|ref|XP_012731641.1| PREDICTED: poly(U)-specific endoribonuclease-B-like [Fundulus heteroclitus]"
"12655","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g12_i1","TRINITY_DN213247_c0_g12","Transcript_501227","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12656","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g11_i1","TRINITY_DN213247_c0_g11","Transcript_501226","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12657","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g12_i5","TRINITY_DN213247_c0_g12","Transcript_501231","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12658","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g5_i1","TRINITY_DN213247_c0_g5","Transcript_501218","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12659","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g3_i1","TRINITY_DN213247_c0_g3","Transcript_501216","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12660","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g10_i1","TRINITY_DN213247_c0_g10","Transcript_501225","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12661","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g12_i3","TRINITY_DN213247_c0_g12","Transcript_501229","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"12662","ENSONIP00000006354","324.992266227986","416.555258483627","318.352449927412","243.065860509618","388.551300656483","296.490515417565","138.468370778995","199.156645056588","157.384954620215",275.890846853165,-0.894684185382808,0.279767270053401,-3.19795873624543,0.00138404083257115,0.187137794312058,275.890846853165,-1.09088142388106,0.27885809043869,-3.91195902605848,9.15504470758194e-05,0.0359568396260766,"TRINITY_DN213247_c0_g7_i2","TRINITY_DN213247_c0_g7","Transcript_501221","gi|831548767|ref|XP_012727412.1| PREDICTED: nuclear factor 7, brain-like [Fundulus heteroclitus]"
"144942","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831528234|ref|XP_012720044.1| PREDICTED: bromo adjacent homology domain-containing 1 protein [Fundulus heteroclitus]"
"144943","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473901|ref|XP_012714987.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144944","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831479008|ref|XP_012718708.1| PREDICTED: SKI/DACH domain-containing protein 1 [Fundulus heteroclitus]"
"144945","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831475067|ref|XP_012706226.1| PREDICTED: mRNA-decapping enzyme 1B isoform X1 [Fundulus heteroclitus]"
"144946","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831520947|ref|XP_012717457.1| PREDICTED: zinc finger protein 341 isoform X2 [Fundulus heteroclitus]"
"144947","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542838|ref|XP_012725280.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X1 [Fundulus heteroclitus]"
"144948","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831565284|ref|XP_012732988.1| PREDICTED: zinc finger protein PLAGL2 [Fundulus heteroclitus]"
"144949","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542840|ref|XP_012725282.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X2 [Fundulus heteroclitus]"
"144950","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831520944|ref|XP_012717456.1| PREDICTED: zinc finger protein 341 isoform X1 [Fundulus heteroclitus]"
"144951","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473904|ref|XP_012715046.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144952","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473904|ref|XP_012715046.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144953","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831516246|ref|XP_012715839.1| PREDICTED: protein FAM76B, partial [Fundulus heteroclitus]"
"144954","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473901|ref|XP_012714987.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144955","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542840|ref|XP_012725282.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X2 [Fundulus heteroclitus]"
"144956","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831479008|ref|XP_012718708.1| PREDICTED: SKI/DACH domain-containing protein 1 [Fundulus heteroclitus]"
"144957","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831516246|ref|XP_012715839.1| PREDICTED: protein FAM76B, partial [Fundulus heteroclitus]"
"144958","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831565284|ref|XP_012732988.1| PREDICTED: zinc finger protein PLAGL2 [Fundulus heteroclitus]"
"144959","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831479008|ref|XP_012718708.1| PREDICTED: SKI/DACH domain-containing protein 1 [Fundulus heteroclitus]"
"144960","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542842|ref|XP_012725283.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X3 [Fundulus heteroclitus]"
"144961","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542838|ref|XP_012725280.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X1 [Fundulus heteroclitus]"
"144962","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831475070|ref|XP_012706235.1| PREDICTED: mRNA-decapping enzyme 1B isoform X2 [Fundulus heteroclitus]"
"144963","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542842|ref|XP_012725283.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X3 [Fundulus heteroclitus]"
"144964","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473901|ref|XP_012714987.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144965","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542840|ref|XP_012725282.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X2 [Fundulus heteroclitus]"
"144966","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831479008|ref|XP_012718708.1| PREDICTED: SKI/DACH domain-containing protein 1 [Fundulus heteroclitus]"
"144967","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473901|ref|XP_012714987.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144968","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542838|ref|XP_012725280.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X1 [Fundulus heteroclitus]"
"144969","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831477732|ref|XP_012714719.1| PREDICTED: sialoadhesin-like [Fundulus heteroclitus]"
"144970","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831516246|ref|XP_012715839.1| PREDICTED: protein FAM76B, partial [Fundulus heteroclitus]"
"144971","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542838|ref|XP_012725280.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X1 [Fundulus heteroclitus]"
"144972","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831473904|ref|XP_012715046.1| PREDICTED: zinc finger protein 711 [Fundulus heteroclitus]"
"144973","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542840|ref|XP_012725282.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X2 [Fundulus heteroclitus]"
"144974","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542840|ref|XP_012725282.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X2 [Fundulus heteroclitus]"
"144975","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542838|ref|XP_012725280.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X1 [Fundulus heteroclitus]"
"144976","HelroP84957","0","0","0","0","0","6.59674433727654","24.1017116296303","63.2867179446708","15.9359387828508",12.2134569660476,3.92348014354051,1.68587463915397,2.32726683966813,0.0199510675251178,0.685039099296986,12.2134569660476,7.76169692117076,1.98205285487698,3.91598887086818,9.0034401352519e-05,0.0359568396260766,"TRINITY_DN209014_c5_g1_i1","TRINITY_DN209014_c5_g1","Transcript_365363","gi|831542840|ref|XP_012725282.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 34 isoform X2 [Fundulus heteroclitus]"
